Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Consultoria Fundiária  -  AGROTEC,ARES 2,,,,,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Consultoria Fundiária  - 3FS AGROCONSULTING ,ARES 2,Pedido Compras Normal,3FS AGROCONSULTING ,,1481.58,0,0,0,0,0,1481.58,,0,1481.58,1481.58,0,1,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Contratações Técnicas - Desenvolvimento - PROJETTI,ARES 2,Pedido Compras Normal,PROJETTI,,9900,0,0,0,0,0,9900,,0,9900,9900,0,1,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Engenharia do Proprietário -  G5  Conceitual e Projeto Básico,ARES 2,000000000000015,G5,,68000,0,0,0,0,0,68000,,0,66640,66640,1360,0.98,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Engenharia do Proprietário -  G5 fiscalização,ARES 2,000000000000005,G5 ,,224000,18666.67,6363.47,0,0,0,249030.13999999998,,0,249030.13999999998,249030.13999999998,0,1,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Engenharia do Proprietário -  G5 Frente 0,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Engenharia do Proprietário -  G5 TR/Certificação,ARES 2,000000000000005,G5,,42000,0,146.1,0,0,0,42146.1,,0,36146.1,36146.1,6000,0.8576380732736837,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Engenharia do Proprietário -  LMENG,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Engenharia do Proprietário - G5 Drenagem,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,EPC UFV / BOS - faturamento direto,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Estudo de Solos - FAW 7,ARES 2,000000000000013,FAW 7,,30238,0,0,0,0,0,30238,,0,30238,30238,0,1,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Estudo de Solos - Novo Tempo,ARES 2,000000000000014,Novo Tempo,,41910.61,0,0,0,0,0,41910.61,,0,41209.5,41209.5,701.1100000000006,0.9832713005131636,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Full EPC UFV - WEG,ARES 2,000000000000039 - 000000000000003,WEG,,12712068.95,,9844.09,16734.15,84412.12,0,12823059.309999999,,0,12625210.049999999,12625210.049999999,197849.25999999978,0.9845708223586155,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Full EPC UFV - WEG - SOBRESSALENTES,ARES 2,SOBRESSALENTES,WEG,,280016.91,0,0,0,0,0,280016.91,,0,186842.78,186842.78,93174.12999999998,0.6672553454003903,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Contratações Tecnicas - Ecopontes,ARES 2,0,0,,-,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Obra MT - Aguiar Andrade,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Obra MT - Engeluz,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Outros / DAE / DAM /  Serviços Gerais,ARES 2,Pedido Compras Normal,Varios,,103199.6771889401,0,0,0,0,0,103199.6771889401,,0,103199.6771889401,103199.6771889401,0,1,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Topografia_ANDERSON ESTEVES NOGUEIRA ,ARES 2,Pedido Compras Normal,Topogeo,,17179.08,0,0,0,0,0,17179.08,,0,850,850,16329.080000000002,0.04947878466134391,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Topografia_PWX ENGENHARIA,ARES 2,Pedido Compras Normal,PWX ENGENHARIA,,0,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Trackers (Estrutura Fixa ou Móvel) + Inversor,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Assesoria Ambiental  -  IK AMBIENTAL,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Acessoria fundiária - GP Serviços,ARES 2,Pedido Compras Normal,GP ,,3371.25,0,0,0,0,0,3371.25,,0,3371.25,3371.25,0,1,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Contratações Tecnicas - PERFIMEC,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Contratações Técnicas -  GKF ENGENHARIA,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Segurança no Trabalho -  SECONCI,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Assesoria Ambiental  -  MRS AMBIENTAl,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Assesoria Ambiental - VB AMBIENTAL,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Contratações Técnicas - Desenvolvimento - MEGATRANZ,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Regrhan,ARES 2,Pedido Compras Normal,Regrhan,,7500,528,0,0,0,0,8028,,0,8027.504201680659,8027.504201680659,0.49579831934079266,0.9999382413653038,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Roteador Starlink,ARES 2,Pedido Compras Normal,Latwan -Starlink,,5839,0,0,0,0,0,5839,,0,5839,5839,0,1,,
2,UFV Lagoa Grande 1,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Total,ARES 2,,,,13595005.05718894,19194.67,16353.66,16734.15,84412.12,0,13731699.657188939,,0,13413075.58139062,13413075.58139062,318624.0757983191,0.9767964575578588,0,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Assesoria Ambiental -  AMBIENTAL - CONSULTORIA,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Assesoria Ambiental -  PRESERVE ENGENHARIA ,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Assesoria Ambiental - JX Ambiental,ARES 2,000000000000016,JX Ambiental,,32250,0,0,0,0,0,32250,,0,27640,27640,4610,0.8570542635658914,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Assesoria Ambiental - ZAGO CONSULTORIA,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Assesoria Ambiental Renova Mundo,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Consultoria Fundiária  -  AGROTEC,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Consultoria Fundiária  - 3FS AGROCONSULTING ,ARES 2,Pedido Compras Normal,3FS AGROCONSULTING ,,370.395,0,0,0,0,0,370.395,,0,370.395,370.395,0,1,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Contratações Técnicas - Desenvolvimento - PROJETTI,ARES 2,Pedido Compras Normal,PROJETTI,,9900,0,0,0,0,0,9900,,0,9900,9900,0,1,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Engenharia do Proprietário -  G5  Conceitual e Projeto Básico,ARES 2,000000000000015,G5,,68000,0,0,0,0,0,68000,,0,66640,66640,1360,0.98,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Engenharia do Proprietário -  G5 fiscalização,ARES 2,000000000000006,G5 ,,224000,18666.67,6363.47,0,0,0,249030.13999999998,,0,249030.13999999998,249030.13999999998,0,1,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Engenharia do Proprietário -  G5 Frente 0,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Engenharia do Proprietário -  G5 TR/Certificação,ARES 2,000000000000006,G5,,42000,0,146.1,0,0,0,42146.1,,0,36146.1,36146.1,6000,0.8576380732736837,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Engenharia do Proprietário -  LMENG,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Engenharia do Proprietário - G5 Drenagem,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,EPC UFV / BOS - faturamento direto,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Estudo de Solos - FAW 7,ARES 2,000000000000013,FAW 7,,30238,0,0,0,0,0,30238,,0,30238,30238,0,1,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Estudo de Solos - Novo Tempo,ARES 2,000000000000014,Novo Tempo,,41910.61,0,0,0,0,0,41910.61,,0,41209.5,41209.5,701.1100000000006,0.9832713005131636,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Full EPC UFV - WEG,ARES 2,000000000000040 - 000000000000004,WEG,,11875240.46,,0,78855.32,16734.15,0,11970829.930000002,,0,11786004.989999998,11786004.989999998,184824.9400000032,0.9845603904590763,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Full EPC UFV - WEG - SOBRESSALENTES,ARES 2,SOBRESSALENTES,WEG,,200107.61,0,0,0,0,0,200107.61,,0,119262.70999999999,119262.70999999999,80844.9,0.5959928760330504,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Contratações Tecnicas - Ecopontes,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Obra MT - Aguiar Andrade,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Obra MT - Engeluz,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Outros / DAE / DAM /  Serviços Gerais,ARES 2,Pedido Compras Normal,Varios,,98933.5671889401,0,0,0,0,0,98933.5671889401,,0,98933.5671889401,98933.5671889401,0,1,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Topografia_ANDERSON ESTEVES NOGUEIRA ,ARES 2,Pedido Compras Normal,Topogeo,,17179.08,0,0,0,0,0,17179.08,,0,850,850,16329.080000000002,0.04947878466134391,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Topografia_PWX ENGENHARIA,ARES 2,Pedido Compras Normal,PWX ENGENHARIA,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Trackers (Estrutura Fixa ou Móvel) + Inversor,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Assesoria Ambiental  -  IK AMBIENTAL,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Acessoria fundiária - GP Serviços,ARES 2,Pedido Compras Normal,GP ,,3371.25,0,0,0,0,0,3371.25,,0,3371.25,3371.25,0,1,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Contratações Tecnicas - PERFIMEC,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Contratações Técnicas -  GKF ENGENHARIA,ARES 2,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Segurança no Trabalho -  SECONCI,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Assesoria Ambiental  -  MRS AMBIENTAl,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Assesoria Ambiental - VB AMBIENTAL,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Contratações Técnicas - Desenvolvimento - MEGATRANZ,ARES 2,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Regrhan,ARES 2,Pedido Compras Normal,Regrhan,,7500,528,0,0,0,0,8028,,0,8027.504201680659,8027.504201680659,0.49579831934079266,0.9999382413653038,,
3,UFV Lagoa Grande 2,36.577.901/0004-30,ESTRELA DO NORTE SPE II S.A.,1,Roteador Starlink,ARES 2,Pedido Compras Normal,Latwan -Starlink,,0,0,0,0,0,0,0,,0,0,0,0,0,,
